oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_BP_count	go_BP_intersect_abc
4601	YIR025W	YFR036W	YOR249C	p	p	2	protein modification by small protein conjugation or removal; proteolysis involved in cellular protein catabolic process
4602	YIR033W	YAL051W	YDR207C	tu	td	4	chromatin organization; lipid metabolic process; response to chemical; transcription from RNA polymerase II promoter
4603	YJL001W	YDL020C	YDL147W	p	td	1	proteolysis involved in cellular protein catabolic process
4604	YJL001W	YDL020C	YER012W	p	td	1	proteolysis involved in cellular protein catabolic process
4605	YJL001W	YDL020C	YER094C	p	td	1	proteolysis involved in cellular protein catabolic process
4606	YJL001W	YDL020C	YFR004W	p	td	1	proteolysis involved in cellular protein catabolic process
4607	YJL001W	YDL020C	YFR050C	p	td	1	proteolysis involved in cellular protein catabolic process
4608	YJL001W	YDL020C	YGL011C	p	td	1	proteolysis involved in cellular protein catabolic process
4609	YJL001W	YDL020C	YMR314W	p	td	1	proteolysis involved in cellular protein catabolic process
4610	YJL001W	YDL020C	YOR362C	p	td	1	proteolysis involved in cellular protein catabolic process
4611	YJL002C	YDL232W	YEL002C	p	p	1	protein glycosylation
4612	YJL002C	YDL232W	YGL022W	p	p	1	protein glycosylation
4613	YJL002C	YDL232W	YGL226C-A	p	p	1	protein glycosylation
4614	YJL002C	YDL232W	YML019W	p	p	1	protein glycosylation
4615	YJL002C	YDL232W	YMR149W	p	p	1	protein glycosylation
4616	YJL002C	YDL232W	YOR085W	p	p	1	protein glycosylation
4617	YJL002C	YDL232W	YOR103C	p	p	1	protein glycosylation
4618	YJL002C	YEL002C	YDL232W	p	p	1	protein glycosylation
4619	YJL002C	YEL002C	YGL022W	p	p	1	protein glycosylation
4620	YJL002C	YEL002C	YGL226C-A	p	p	1	protein glycosylation
4621	YJL002C	YEL002C	YML019W	p	p	1	protein glycosylation
4622	YJL002C	YEL002C	YMR149W	p	p	1	protein glycosylation
4623	YJL002C	YEL002C	YOR085W	p	p	1	protein glycosylation
4624	YJL002C	YEL002C	YOR103C	p	p	1	protein glycosylation
4625	YJL002C	YGL022W	YDL232W	p	p	1	protein glycosylation
4626	YJL002C	YGL022W	YEL002C	p	p	1	protein glycosylation
4627	YJL002C	YGL022W	YGL226C-A	p	p	1	protein glycosylation
4628	YJL002C	YGL022W	YML019W	p	p	1	protein glycosylation
4629	YJL002C	YGL022W	YMR149W	p	p	1	protein glycosylation
4630	YJL002C	YGL022W	YOR085W	p	p	1	protein glycosylation
4631	YJL002C	YGL022W	YOR103C	p	p	1	protein glycosylation
4632	YJL002C	YGL226C-A	YDL232W	p	p	1	protein glycosylation
4633	YJL002C	YGL226C-A	YEL002C	p	p	1	protein glycosylation
4634	YJL002C	YGL226C-A	YGL022W	p	p	1	protein glycosylation
4635	YJL002C	YGL226C-A	YML019W	p	p	1	protein glycosylation
4636	YJL002C	YGL226C-A	YOR085W	p	p	1	protein glycosylation
4637	YJL010C	YDR449C	YOR310C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
4638	YJL011C	YDL150W	YDR045C	p	p	1	transcription from RNA polymerase III promoter
4639	YJL011C	YDL150W	YKL144C	p	p	1	transcription from RNA polymerase III promoter
4640	YJL011C	YDL150W	YNR003C	p	p	1	transcription from RNA polymerase III promoter
4641	YJL011C	YDL150W	YOR116C	p	p	1	transcription from RNA polymerase III promoter
4642	YJL011C	YDL150W	YOR207C	p	p	1	transcription from RNA polymerase III promoter
4643	YJL011C	YDR045C	YDL150W	p	p	1	transcription from RNA polymerase III promoter
4644	YJL011C	YDR045C	YNR003C	p	p	1	transcription from RNA polymerase III promoter
4645	YJL011C	YDR045C	YOR116C	p	p	1	transcription from RNA polymerase III promoter
4646	YJL011C	YDR045C	YOR207C	p	p	1	transcription from RNA polymerase III promoter
4647	YJL013C	YFL008W	YMR001C	ku	ku	3	chromosome segregation; mitotic cell cycle; organelle fission
4648	YJL013C	YFL008W	YMR001C	ku	p	3	chromosome segregation; mitotic cell cycle; organelle fission
4649	YJL013C	YGL061C	YPL209C	ku	p	3	chromosome segregation; regulation of cell cycle; regulation of organelle organization
4650	YJL013C	YGR113W	YDL028C	ku	ku	3	chromosome segregation; regulation of cell cycle; regulation of organelle organization
4651	YJL013C	YGR113W	YDL028C	ku	p	3	chromosome segregation; regulation of cell cycle; regulation of organelle organization
4652	YJL013C	YGR113W	YPL209C	ku	ku	3	chromosome segregation; regulation of cell cycle; regulation of organelle organization
4653	YJL013C	YGR113W	YPL209C	ku	p	3	chromosome segregation; regulation of cell cycle; regulation of organelle organization
4654	YJL013C	YIL144W	YDL028C	ku	ku	1	chromosome segregation
4655	YJL013C	YIL144W	YDL028C	ku	p	1	chromosome segregation
4656	YJL020C	YBL007C	YNL094W	p	p	1	cytoskeleton organization
4657	YJL020C	YBL007C	YOR181W	p	p	1	cytoskeleton organization
4658	YJL020C	YCR009C	YOR181W	p	p	1	cytoskeleton organization
4659	YJL020C	YDR129C	YOR181W	p	p	1	cytoskeleton organization
4660	YJL029C	YBR164C	YDR027C	p	p	1	Golgi vesicle transport
4661	YJL030W	YDL028C	YGL086W	p	kd	5	chromosome segregation; mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4662	YJL030W	YDL028C	YJL013C	p	kd	5	chromosome segregation; mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4663	YJL030W	YDL028C	YOR026W	p	kd	5	chromosome segregation; mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4664	YJL030W	YGL003C	YGL116W	p	p	5	chromosome segregation; mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4665	YJL030W	YGL003C	YJL187C	ku	ku	4	mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4666	YJL030W	YGL093W	YDL028C	ku	ku	5	chromosome segregation; mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4667	YJL030W	YGL093W	YDL028C	ku	p	5	chromosome segregation; mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4668	YJL030W	YGR113W	YDL028C	ku	ku	3	chromosome segregation; regulation of cell cycle; regulation of organelle organization
4669	YJL030W	YGR113W	YDL028C	ku	p	3	chromosome segregation; regulation of cell cycle; regulation of organelle organization
4670	YJL030W	YIL144W	YDL028C	ku	ku	1	chromosome segregation
4671	YJL030W	YIL144W	YDL028C	ku	p	1	chromosome segregation
4672	YJL030W	YIR010W	YDL028C	ku	ku	2	chromosome segregation; organelle fission
4673	YJL031C	YFL005W	YOR370C	p	p	1	Golgi vesicle transport
4674	YJL034W	YBR201W	YDR057W	p	p	2	proteolysis involved in cellular protein catabolic process; response to chemical
4675	YJL034W	YFL031W	YHR079C	ku	ku	1	response to chemical
4676	YJL034W	YFL031W	YHR079C	p	ku	1	response to chemical
4677	YJL034W	YHR030C	YFL031W	tu	kd	1	response to chemical
4678	YJL034W	YHR079C	YFL031W	tu	kd	1	response to chemical
4679	YJL036W	YGL005C	YGR120C	p	p	2	Golgi vesicle transport; protein targeting
4680	YJL036W	YGL005C	YPR105C	p	p	2	Golgi vesicle transport; protein targeting
4681	YJL039C	YBR017C	YGR119C	p	p	1	nuclear transport
4682	YJL039C	YBR017C	YMR047C	p	p	1	nuclear transport
4683	YJL039C	YDR159W	YJL041W	p	p	1	nuclear transport
4684	YJL039C	YDR159W	YMR047C	p	p	1	nuclear transport
4685	YJL039C	YDR192C	YAL005C	p	p	1	nuclear transport
4686	YJL039C	YDR192C	YDL116W	p	p	1	nuclear transport
4687	YJL039C	YDR192C	YDL207W	p	p	1	nuclear transport
4688	YJL039C	YDR192C	YER107C	p	p	1	nuclear transport
4689	YJL039C	YDR192C	YGR119C	p	p	1	nuclear transport
4690	YJL039C	YDR192C	YMR047C	p	p	1	nuclear transport
4691	YJL039C	YDR381W	YAL005C	p	p	1	nuclear transport
4692	YJL039C	YDR381W	YFR002W	p	p	1	nuclear transport
4693	YJL039C	YER009W	YJL041W	p	p	1	nuclear transport
4694	YJL039C	YER105C	YDL116W	p	p	2	nuclear transport; nucleus organization
4695	YJL039C	YER105C	YDL207W	p	p	1	nuclear transport
4696	YJL039C	YER105C	YMR129W	p	p	2	nuclear transport; nucleus organization
4697	YJL039C	YER105C	YMR153W	p	p	2	nuclear transport; nucleus organization
4698	YJL039C	YER107C	YDL207W	p	p	1	nuclear transport
4699	YJL039C	YER107C	YFR002W	p	p	2	nuclear transport; nucleus organization
4700	YJL039C	YER107C	YJL041W	p	p	1	nuclear transport
4701	YJL039C	YER107C	YJL061W	p	p	1	nuclear transport
4702	YJL039C	YER107C	YMR047C	p	p	2	nuclear transport; nucleus organization
4703	YJL039C	YER110C	YGR119C	p	p	1	nuclear transport
4704	YJL039C	YER110C	YJL041W	p	p	1	nuclear transport
4705	YJL039C	YER110C	YMR047C	p	p	1	nuclear transport
4706	YJL039C	YFR002W	YDL116W	p	p	2	nuclear transport; nucleus organization
4707	YJL039C	YFR002W	YDL207W	p	p	1	nuclear transport
4708	YJL039C	YFR002W	YER107C	p	p	2	nuclear transport; nucleus organization
4709	YJL039C	YFR002W	YGR119C	p	p	2	nuclear transport; nucleus organization
4710	YJL039C	YFR002W	YJL041W	p	p	1	nuclear transport
4711	YJL039C	YFR002W	YMR047C	p	p	2	nuclear transport; nucleus organization
4712	YJL039C	YFR002W	YMR129W	p	p	2	nuclear transport; nucleus organization
4713	YJL039C	YFR002W	YMR153W	p	p	2	nuclear transport; nucleus organization
4714	YJL039C	YGL092W	YDL116W	p	p	2	nuclear transport; nucleus organization
4715	YJL039C	YGL092W	YDL207W	p	p	1	nuclear transport
4716	YJL039C	YGL092W	YGR119C	p	p	2	nuclear transport; nucleus organization
4717	YJL039C	YGL092W	YMR047C	p	p	2	nuclear transport; nucleus organization
4718	YJL039C	YGL092W	YMR129W	p	p	2	nuclear transport; nucleus organization
4719	YJL039C	YGL092W	YMR153W	p	p	2	nuclear transport; nucleus organization
4720	YJL039C	YGL172W	YDL116W	p	p	1	nuclear transport
4721	YJL039C	YGL172W	YFR002W	p	p	1	nuclear transport
4722	YJL039C	YGL172W	YGR119C	p	p	1	nuclear transport
4723	YJL039C	YGL172W	YJL041W	p	p	1	nuclear transport
4724	YJL039C	YGL172W	YMR047C	p	p	1	nuclear transport
4725	YJL039C	YGL172W	YMR129W	p	p	1	nuclear transport
4726	YJL039C	YGL238W	YAL005C	p	p	1	nuclear transport
4727	YJL039C	YGR218W	YGR119C	p	p	1	nuclear transport
4728	YJL039C	YGR218W	YMR047C	p	p	1	nuclear transport
4729	YJL039C	YIL115C	YAL005C	p	p	1	nuclear transport
4730	YJL039C	YIL115C	YDL207W	p	p	1	nuclear transport
4731	YJL039C	YIL115C	YER107C	p	p	2	nuclear transport; nucleus organization
4732	YJL039C	YIL115C	YJL041W	p	p	1	nuclear transport
4733	YJL039C	YIL115C	YJL061W	p	p	1	nuclear transport
4734	YJL039C	YIL115C	YMR047C	p	p	2	nuclear transport; nucleus organization
4735	YJL039C	YIL115C	YNL209W	p	p	1	nuclear transport
4736	YJL041W	YAL059W	YDR395W	p	p	1	nuclear transport
4737	YJL041W	YAL059W	YMR308C	p	p	1	nuclear transport
4738	YJL041W	YBL079W	YDL116W	p	p	2	nuclear transport; protein targeting
4739	YJL041W	YBL079W	YDL207W	p	p	1	nuclear transport
4740	YJL041W	YBL079W	YJL061W	p	p	2	nuclear transport; protein targeting
4741	YJL041W	YBL079W	YMR047C	p	p	2	nuclear transport; protein targeting
4742	YJL041W	YBL079W	YOR098C	p	p	2	nuclear transport; protein targeting
4743	YJL041W	YDL088C	YLR347C	p	p	1	nuclear transport
4744	YJL041W	YDL088C	YMR047C	p	p	2	nuclear transport; nucleobase-containing compound transport
4745	YJL041W	YDL207W	YDL116W	p	p	2	nuclear transport; nucleobase-containing compound transport
4746	YJL041W	YDL207W	YER107C	p	p	2	nuclear transport; nucleobase-containing compound transport
4747	YJL041W	YDL207W	YFR002W	p	p	1	nuclear transport
4748	YJL041W	YDL207W	YGR119C	p	p	1	nuclear transport
4749	YJL041W	YDL207W	YIL115C	p	p	2	nuclear transport; nucleobase-containing compound transport
4750	YJL041W	YDL207W	YJL039C	p	p	1	nuclear transport
4751	YJL041W	YDL207W	YJL061W	p	p	2	nuclear transport; nucleobase-containing compound transport
4752	YJL041W	YDL207W	YKR082W	p	p	2	nuclear transport; nucleobase-containing compound transport
4753	YJL041W	YDL207W	YMR047C	p	p	2	nuclear transport; nucleobase-containing compound transport
4754	YJL041W	YDR101C	YMR047C	p	p	2	nuclear transport; ribosomal subunit export from nucleus
4755	YJL041W	YDR101C	YMR308C	p	p	1	nuclear transport
4756	YJL041W	YDR101C	YOR098C	p	p	2	nuclear transport; ribosomal subunit export from nucleus
4757	YJL041W	YDR101C	YPL169C	p	p	2	nuclear transport; ribosomal subunit export from nucleus
4758	YJL041W	YDR159W	YMR047C	p	p	2	nuclear transport; nucleobase-containing compound transport
4759	YJL041W	YDR159W	YOR098C	p	p	2	nuclear transport; nucleobase-containing compound transport
4760	YJL041W	YDR159W	YPL169C	p	p	2	nuclear transport; nucleobase-containing compound transport
4761	YJL041W	YDR192C	YAL005C	p	p	2	nuclear transport; protein targeting
4762	YJL041W	YDR192C	YDL116W	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4763	YJL041W	YDR192C	YDL207W	p	p	2	nuclear transport; nucleobase-containing compound transport
4764	YJL041W	YDR192C	YER107C	p	p	2	nuclear transport; nucleobase-containing compound transport
4765	YJL041W	YDR192C	YER110C	p	p	2	nuclear transport; protein targeting
4766	YJL041W	YDR192C	YGR119C	p	p	2	nuclear transport; protein targeting
4767	YJL041W	YDR192C	YKR082W	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4768	YJL041W	YDR192C	YLR293C	p	p	1	nuclear transport
4769	YJL041W	YDR192C	YLR347C	p	p	2	nuclear transport; protein targeting
4770	YJL041W	YDR192C	YMR047C	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4771	YJL041W	YGL092W	YDL116W	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4772	YJL041W	YGL092W	YDL207W	p	p	2	nuclear transport; nucleobase-containing compound transport
4773	YJL041W	YGL092W	YGL172W	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4774	YJL041W	YGL092W	YGR119C	p	p	2	nuclear transport; protein targeting
4775	YJL041W	YGL092W	YKR082W	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4776	YJL041W	YGL092W	YLR347C	p	p	2	nuclear transport; protein targeting
4777	YJL041W	YGL092W	YMR047C	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4778	YJL041W	YGL092W	YMR308C	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4779	YJL041W	YGL092W	YPL169C	p	p	2	nuclear transport; nucleobase-containing compound transport
4780	YJL041W	YGR218W	YGL172W	p	p	3	nuclear transport; nucleobase-containing compound transport; ribosomal subunit export from nucleus
4781	YJL041W	YGR218W	YGR119C	p	p	1	nuclear transport
4782	YJL041W	YGR218W	YIL115C	p	p	3	nuclear transport; nucleobase-containing compound transport; ribosomal subunit export from nucleus
4783	YJL041W	YGR218W	YLR293C	p	p	1	nuclear transport
4784	YJL041W	YGR218W	YMR047C	p	p	3	nuclear transport; nucleobase-containing compound transport; ribosomal subunit export from nucleus
4785	YJL041W	YIL115C	YAL005C	p	p	2	nuclear transport; protein targeting
4786	YJL041W	YIL115C	YDL207W	p	p	2	nuclear transport; nucleobase-containing compound transport
4787	YJL041W	YIL115C	YDR395W	p	p	2	nuclear transport; nucleobase-containing compound transport
4788	YJL041W	YIL115C	YER107C	p	p	2	nuclear transport; nucleobase-containing compound transport
4789	YJL041W	YIL115C	YJL061W	p	p	4	nuclear transport; nucleobase-containing compound transport; protein targeting; ribosomal subunit export from nucleus
4790	YJL041W	YIL115C	YLL024C	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4791	YJL041W	YIL115C	YLR293C	p	p	1	nuclear transport
4792	YJL041W	YIL115C	YLR347C	p	p	2	nuclear transport; protein targeting
4793	YJL041W	YIL115C	YMR047C	p	p	4	nuclear transport; nucleobase-containing compound transport; protein targeting; ribosomal subunit export from nucleus
4794	YJL041W	YIL115C	YPL169C	p	p	3	nuclear transport; nucleobase-containing compound transport; ribosomal subunit export from nucleus
4795	YJL050W	YDR280W	YOR001W	p	p	3	RNA catabolic process; rRNA processing; snoRNA processing
4796	YJL050W	YGR095C	YOR001W	p	p	3	RNA catabolic process; rRNA processing; snoRNA processing
4797	YJL050W	YGR158C	YOR001W	p	p	3	RNA catabolic process; rRNA processing; snoRNA processing
4798	YJL050W	YGR195W	YOR001W	p	p	3	RNA catabolic process; rRNA processing; snoRNA processing
4799	YJL050W	YHR069C	YOR001W	p	p	3	RNA catabolic process; rRNA processing; snoRNA processing
4800	YJL061W	YAR002W	YMR047C	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4801	YJL061W	YBL079W	YDL116W	p	p	2	nuclear transport; protein targeting
4802	YJL061W	YBL079W	YDL207W	p	p	1	nuclear transport
4803	YJL061W	YBL079W	YKL068W	p	p	2	nuclear transport; protein targeting
4804	YJL061W	YBL079W	YMR047C	p	p	2	nuclear transport; protein targeting
4805	YJL061W	YBL079W	YMR129W	p	p	2	nuclear transport; protein targeting
4806	YJL061W	YBL079W	YOR098C	p	p	2	nuclear transport; protein targeting
4807	YJL061W	YDL088C	YBL079W	p	p	1	nuclear transport
4808	YJL061W	YDL088C	YKL068W	p	p	2	nuclear transport; nucleobase-containing compound transport
4809	YJL061W	YDL088C	YMR047C	p	p	2	nuclear transport; nucleobase-containing compound transport
4810	YJL061W	YDL088C	YMR129W	p	p	1	nuclear transport
4811	YJL061W	YDR101C	YKL068W	p	p	1	nuclear transport
4812	YJL061W	YDR101C	YMR047C	p	p	2	nuclear transport; ribosomal subunit export from nucleus
4813	YJL061W	YDR101C	YOR098C	p	p	2	nuclear transport; ribosomal subunit export from nucleus
4814	YJL061W	YDR159W	YJL041W	p	p	2	nuclear transport; nucleobase-containing compound transport
4815	YJL061W	YDR159W	YMR047C	p	p	2	nuclear transport; nucleobase-containing compound transport
4816	YJL061W	YDR159W	YOR098C	p	p	2	nuclear transport; nucleobase-containing compound transport
4817	YJL061W	YDR192C	YDL116W	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4818	YJL061W	YDR192C	YDL207W	p	p	2	nuclear transport; nucleobase-containing compound transport
4819	YJL061W	YDR192C	YER107C	p	p	2	nuclear transport; nucleobase-containing compound transport
4820	YJL061W	YDR192C	YKL057C	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4821	YJL061W	YDR192C	YKL068W	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4822	YJL061W	YDR192C	YKR082W	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4823	YJL061W	YDR192C	YMR047C	p	p	3	nuclear transport; nucleobase-containing compound transport; protein targeting
4824	YJL069C	YBR247C	YDR324C	p	p	2	rRNA processing; ribosomal small subunit biogenesis
4825	YJL072C	YBR202W	YBL023C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4826	YJL072C	YBR202W	YDR013W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4827	YJL072C	YBR202W	YDR489W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4828	YJL072C	YBR202W	YEL032W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4829	YJL072C	YBR202W	YGL201C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4830	YJL072C	YBR202W	YLR103C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4831	YJL072C	YBR202W	YLR274W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4832	YJL072C	YBR202W	YOL146W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4833	YJL072C	YBR202W	YPR019W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4834	YJL072C	YBR278W	YPR175W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4835	YJL072C	YCL061C	YBL023C	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4836	YJL072C	YCL061C	YDR489W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4837	YJL072C	YCL061C	YEL032W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4838	YJL072C	YCL061C	YGL201C	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4839	YJL072C	YCL061C	YLR103C	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4840	YJL072C	YCL061C	YPR019W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4841	YJL072C	YCL061C	YPR135W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4842	YJL072C	YCL061C	YPR175W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4843	YJL072C	YDR013W	YBL023C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4844	YJL072C	YDR013W	YBR202W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4845	YJL072C	YDR013W	YDR489W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4846	YJL072C	YDR013W	YEL032W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4847	YJL072C	YDR013W	YGL201C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4848	YJL072C	YDR013W	YLR274W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4849	YJL072C	YDR013W	YOL146W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4850	YJL072C	YDR013W	YPR019W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4851	YJL072C	YDR013W	YPR135W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4852	YJL072C	YDR013W	YPR175W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4853	YJL072C	YDR121W	YPR175W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4854	YJL072C	YDR489W	YBL023C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4855	YJL072C	YDR489W	YBR202W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4856	YJL072C	YDR489W	YDR013W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4857	YJL072C	YDR489W	YEL032W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4858	YJL072C	YDR489W	YGL201C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4859	YJL072C	YDR489W	YLR103C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4860	YJL072C	YDR489W	YLR274W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4861	YJL072C	YDR489W	YOL146W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4862	YJL072C	YDR489W	YPR019W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4863	YJL072C	YDR489W	YPR135W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4864	YJL072C	YGL113W	YBL023C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4865	YJL072C	YGL113W	YBR202W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4866	YJL072C	YGL113W	YDR013W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4867	YJL072C	YGL113W	YEL032W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4868	YJL072C	YGL113W	YGL201C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4869	YJL072C	YGL113W	YLR103C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4870	YJL072C	YGL113W	YLR274W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4871	YJL072C	YGL113W	YPR019W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4872	YJL074C	YBR087W	YFR027W	p	p	1	chromosome segregation
4873	YJL074C	YCL061C	YLR182W	tu	tu	2	mitotic cell cycle; organelle fission
4874	YJL074C	YDR180W	YDL003W	p	p	6	DNA recombination; DNA repair; cellular response to DNA damage stimulus; chromosome segregation; mitotic cell cycle; organelle fission
4875	YJL074C	YDR180W	YFL008W	p	p	5	DNA repair; cellular response to DNA damage stimulus; chromosome segregation; mitotic cell cycle; organelle fission
4876	YJL074C	YDR180W	YIL026C	p	p	3	chromosome segregation; mitotic cell cycle; organelle fission
4877	YJL074C	YFR027W	YDL003W	p	p	5	DNA repair; cellular response to DNA damage stimulus; chromosome segregation; mitotic cell cycle; organelle fission
4878	YJL074C	YFR027W	YIL026C	p	p	3	chromosome segregation; mitotic cell cycle; organelle fission
4879	YJL074C	YFR027W	YMR076C	p	p	5	DNA repair; cellular response to DNA damage stimulus; chromosome segregation; mitotic cell cycle; organelle fission
4880	YJL074C	YGR188C	YDL056W	tu	tu	1	mitotic cell cycle
4881	YJL076W	YBR135W	YBR160W	ku	ku	3	chromatin organization; mitotic cell cycle; regulation of cell cycle
4882	YJL076W	YBR135W	YBR160W	ku	p	3	chromatin organization; mitotic cell cycle; regulation of cell cycle
4883	YJL076W	YBR135W	YBR160W	p	ku	3	chromatin organization; mitotic cell cycle; regulation of cell cycle
4884	YJL076W	YBR135W	YBR160W	p	p	3	chromatin organization; mitotic cell cycle; regulation of cell cycle
4885	YJL076W	YBR135W	YIL131C	tu	tu	3	chromatin organization; mitotic cell cycle; regulation of cell cycle
4886	YJL076W	YBR135W	YPR119W	p	p	2	mitotic cell cycle; regulation of cell cycle
4887	YJL076W	YBR156C	YFR028C	p	p	1	regulation of cell cycle
4888	YJL076W	YDL017W	YBR160W	ku	ku	5	chromatin organization; mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4889	YJL076W	YDL017W	YBR160W	p	ku	5	chromatin organization; mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4890	YJL076W	YDL017W	YDR439W	p	kd	2	chromatin organization; organelle fission
4891	YJL076W	YDL017W	YDR439W	p	p	2	chromatin organization; organelle fission
4892	YJL076W	YDL017W	YMR001C	ku	kd	4	mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4893	YJL076W	YDL017W	YMR001C	ku	p	4	mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4894	YJL076W	YDL017W	YPL153C	ku	p	1	regulation of cell cycle
4895	YJL076W	YDR052C	YBR160W	ku	ku	4	mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4896	YJL076W	YDR052C	YBR160W	ku	p	4	mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4897	YJL076W	YDR052C	YBR160W	p	ku	4	mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4898	YJL076W	YDR052C	YBR160W	p	p	4	mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
