oln_id_a	oln_id_b
YDR210W-B	YLR410W-B
YIL177C	YLR467W
YJR028W	YPL257W-A
YDR098C-A	YDR098C-B
YHR216W	YML056C
YGR161C-C	YMR045C
YDR170W-A	YJR027W
YDR365W-A	YFL002W-B
YGR288W	YPR196W
YGR038C-A	YGR038C-B
YGR161C-C	YPR158W-B
YLR157C-B	YLR227W-B
YBR012W-B	YOR142W-A
YDR261C-D	YGR161C-C
YHR043C	YHR044C
YGR027W-B	YPL257W-B
YGR038C-A	YNL284C-A
YDR210C-C	YER138C
YDR261W-B	YMR045C
YER159C-A	YOR142W-B
YER160C	YPR158C-C
YBR012W-A	YLR157C-A
YBL005W-B	YPL257W-A
YDR170W-A	YML040W
YJR027W	YPR158C-D
YBR301W	YHL046C
YDR316W-A	YPR158W-A
YDR365W-B	YMR046C
YAR031W	YAR033W
YJR150C	YLL025W
YBL100W-A	YBR012W-A
YER138C	YHR214C-C
YDR210W-B	YMR045C
YJL223C	YMR325W
YBL067C	YER098W
YDR345C	YLR081W
YML040W	YMR050C
YDR261C-C	YJR027W
YLR227W-A	YPL257W-A
YOR396W	YPL283C
YBR012W-B	YLR256W-A
YDR098C-A	YHR214C-B
YJR026W	YLR157C-B
YLR157W-D	YLR159W
YDR316W-B	YOR192C-B
YNL283C	YOL105C
YMR046C	YOR192C-A
YBL100W-B	YDR261C-D
YBR012W-A	YPR158W-B
YBR012W-A	YGR027W-A
YEL066W	YPR193C
YCL019W	YHR214C-B
YHR214C-B	YNL284C-A
YBR012W-B	YML045W
YBL075C	YNL209W
YGR161C-C	YLR157C-A
YAR028W	YAR033W
YGR287C	YIL172C
YBL100W-A	YDR210W-B
YLR462W	YML133C
YAR009C	YML045W
YLR227W-B	YOL103W-B
YAR027W	YHL048W
YDR210C-D	YOR192C-B
YDR343C	YNR072W
YGR161C-D	YLR227W-A
YDR261C-C	YML040W
YGR038C-B	YOR192C-B
YFL002W-B	YLR256W-A
YCL066W	YCR040W
YLR157C-B	YOR142W-B
YCL020W	YLR410W-B
YKL126W	YMR104C
YBL100W-A	YCL020W
YBL100W-B	YOR192C-B
YAR010C	YOL103W-B
YDR170W-A	YFL002W-B
YDR365W-A	YJR027W
YDR542W	YNR076W
YHL035C	YLL048C
YDR261W-A	YLR410W-A
YER159C-A	YLR227W-B
YHL042W	YHL048W
YIL149C	YKR095W
YBL112C	YOR396W
YNL301C	YOL120C
YDR365W-A	YML040W
YBR012W-A	YMR045C
YBL005W-A	YMR051C
YDR098C-A	YGR038C-A
YBL100W-A	YGR161C-C
YCL020W	YLR157C-A
YDR210C-D	YDR261C-D
YDR261W-B	YLR410W-B
YJR027W	YMR050C
YDR545W	YFL064C
YER138C	YML045W-A
YBR301W	YJL223C
YDR210W-B	YPR158W-B
YML045W-A	YMR051C
YAR033W	YCR007C
YBR012W-B	YPR158C-D
YDR406W	YOR011W
YDR170W-A	YDR365W-A
YFL002W-B	YOR343W-B
YAL068C	YIR041W
YDR316W-A	YGR161W-A
YFL011W	YOL156W
YAR009C	YPR158C-D
YGL261C	YOL161C
YDR034C-D	YLR227W-B
YDR316W-A	YJR026W
YLR157C-B	YMR046C
YDR210C-D	YGR027W-B
YDR342C	YDR343C
YDR316W-A	YOR192C-A
YIL172C	YJL221C
YCL019W	YLR035C-A
YDR170W-A	YDR261C-C
YDR170W-A	YNL284C-B
YGR161W-A	YLR410W-A
YJR028W	YPR158C-C
YDR365W-B	YLR227W-B
YGR296W	YML133C
YDR316W-B	YGR027W-B
YDR261W-A	YER159C-A
YJR027W	YOR142W-A
YBL112C	YLL066C
YJR026W	YLR410W-A
YHR054C	YHR056C
YAL068C	YGR294W
YDR210W-A	YML040W
YIL013C	YOR328W
YAR009C	YOR343W-B
YDR316W-A	YML039W
YAR010C	YBR012W-B
YCR007C	YHL048W
YBR012W-B	YOR343W-B
YDR545W	YPR204W
YPL257W-B	YPR158W-A
YDL243C	YNL331C
YFL062W	YNR075W
YML040W	YOR142W-A
YBL005W-B	YPR158C-C
YJR029W	YPR137C-A
YML045W-A	YOR343W-A
YBL100W-B	YGR027W-B
YLR466W	YOR396W
YBL005W-A	YOR343W-A
YLR256W-A	YLR410W-A
YDR261C-D	YLR227W-A
YER160C	YPL257W-A
YJL225C	YPR203W
YDR034C-C	YJR028W
YDR542W	YLL064C
YER137C-A	YJR028W
YML132W	YNR075W
YCL019W	YJR029W
YDL248W	YJR161C
YER159C-A	YMR046C
YDR545W	YHL049C
YAR009C	YMR050C
YJL222W	YNR065C
YEL077C	YHR218W
YDL248W	YKL219W
YHR214C-C	YOR343W-A
YML133C	YNL339C
YHL046C	YMR325W
YHR219W	YLL067C
YDR034C-D	YOR142W-B
YGL263W	YHL048W
YBR012W-B	YMR050C
YLR227W-A	YPR158C-C
YDL082W	YMR142C
YAL068C	YFL020C
YDR365W-B	YOR142W-B
YDR210C-C	YDR210C-D
YDR210C-C	YHR214C-C
YDR098C-A	YJR029W
YJR029W	YOL103W-A
YML040W	YML045W
YNL284C-A	YOR343W-A
YAR071W	YHR215W
YDL248W	YHL044W
YDR365W-A	YNL284C-B
YFL002W-A	YML039W
YIL177C	YLR464W
YMR046C	YNL054W-A
YFL062W	YGL053W
YGL053W	YGL263W
YMR046C	YPR158W-A
YEL077C	YNL339C
YDR261C-C	YDR365W-A
YFL002W-A	YOR192C-A
YBL100W-A	YLR227W-A
YDL229W	YER103W
YLR037C	YNR076W
YDR170W-A	YDR210W-A
YDR210C-C	YML045W-A
YJR027W	YML045W
YDR034C-C	YGR161W-B
YGR027W-B	YPR137C-B
YLL064C	YNR076W
YER137C-A	YER160C
YGR254W	YMR323W
YJR027W	YLR256W-A
YDR261C-C	YNL284C-B
YDR210W-A	YFL002W-B
YHR021C	YKL156W
YBL100W-B	YOR343W-A
YDR098C-B	YGR038C-B
YHR131C	YNL144C
YBL005W-A	YGR027W-B
YDR098C-B	YDR316W-B
YDR098C-B	YNL284C-A
YFL002W-A	YGR161W-A
YDR261W-A	YGR038C-A
YDR542W	YIL176C
YDR365W-B	YER160C
YDR365W-B	YGR161W-B
YBL005W-B	YLR410W-B
YBR299W	YJL216C
YCL019W	YLR410W-A
YAR027W	YBR302C
YMR046C	YOL103W-B
YOL103W-B	YPR158C-D
YDR210W-A	YOR142W-A
YAR031W	YGL263W
YJR127C	YML081W
YDL245C	YNR072W
YOL103W-A	YPL257W-B
YDR210W-A	YDR261W-A
YJR094W-A	YPR043W
YAL068C	YJL223C
YJL225C	YML133C
YAL063C	YKR102W
YBR012W-B	YDR170W-A
YBL005W-B	YLR157C-A
YBL111C	YHR218W
YBR012W-A	YPL257W-A
YMR045C	YMR046C
YHL046C	YOL161C
YCR007C	YNL336W
YER138W-A	YOR192C-C
YMR096W	YNL333W
YDR034C-D	YER160C
YDR261C-D	YPR137C-B
YLR227W-A	YPR158W-B
YPR137C-A	YPR137C-B
YAR010C	YML039W
YDR034C-D	YGR161W-B
YDR210C-C	YDR261C-D
YDR098C-A	YLR410W-A
YDR261C-C	YMR050C
YIL173W	YJL222W
YLR227W-A	YMR045C
YLR410W-A	YMR046C
YBR012W-B	YDR261C-C
YBR012W-B	YNL284C-B
YGR296W	YPR203W
YAR010C	YOR192C-A
YPR137C-B	YPR158W-A
YGR295C	YNR075W
YAR009C	YNL284C-B
YER190W	YHL049C
YLR227W-B	YML039W
YOL103W-B	YOR343W-B
YLR157C-A	YLR227W-B
YHR218W	YOR396W
YLR029C	YMR121C
YNL019C	YNL033W
YJR028W	YLR157C-A
YLL061W	YPL274W
YDR365W-A	YMR050C
YFL066C	YPR204W
YIL172C	YOL157C
YBR012W-B	YDR365W-A
YMR051C	YPL257W-B
YBL005W-A	YER138C
YBL111C	YNL339C
YDR170W-A	YPR158C-D
YJR027W	YML040W
YEL075C	YER189W
YAR010C	YJR026W
YER137C-A	YOR142W-B
YGR161C-D	YPL257W-B
YOR142W-B	YPR158W-A
YDR098C-B	YPR137C-A
YAR010C	YGR161W-A
YCR007C	YGL051W
YAL062W	YOR375C
YCL025C	YDR508C
YDR210C-D	YER138C
YDL244W	YNL332W
YER190W	YPR204W
YJR028W	YPR158W-B
YCR102C	YLR460C
YOR192C-B	YPR137C-B
YER070W	YIL066C
YGR027W-B	YLR227W-A
YAL068C	YHL046C
YLR410W-B	YOR142W-B
YDR098C-B	YGR161C-D
YDR342C	YHR096C
YNL284C-B	YPR158C-D
YDR261C-C	YPR158C-D
YDR365W-B	YJR028W
YDR098C-B	YOL103W-A
YDR316W-B	YER138C
YGL261C	YMR325W
YJR026W	YJR029W
YCL020W	YPL257W-A
YBL005W-B	YMR045C
YAR028W	YGL263W
YBL005W-B	YPR158W-B
YBL005W-B	YGR027W-A
YDR098C-A	YER137C-A
YDR210W-A	YLR256W-A
YEL075C	YNL339C
YBL111C	YER189W
YBR301W	YKL224C
YDR210C-C	YMR051C
YHR092C	YOL156W
YNL339C	YOR396W
YLR157C-A	YOR142W-B
YGR027W-A	YMR046C
YER138C	YGR027W-B
YJR029W	YNL284C-A
YDR345C	YEL069C
YNL339C	YPR202W
YBL112C	YER190W
YGR161C-C	YPL257W-A
YBL100W-B	YER138C
YDR170W-A	YMR050C
YER137C-A	YLR227W-B
YGL263W	YNL336W
YJR028W	YMR045C
YNL284C-B	YOR343W-B
YBL005W-A	YDR210C-C
YEL076C-A	YIL177C
YCL019W	YDR034C-C
YDR365W-A	YPR158C-D
YJR061W	YKL201C
YDR210W-A	YOR343W-B
YGR027W-A	YOR142W-B
YGR038C-A	YOL103W-A
YCR104W	YOR394W
YDR343C	YHR092C
YGR038C-B	YML045W-A
YLR157C-A	YMR046C
YBL112C	YDR545W
YDR210C-D	YML045W-A
YDR261C-C	YML045W
YFL065C	YHL049C
YHR214C-C	YML045W-A
YBL100W-B	YDR210C-D
YCL019W	YDR034C-D
YER160C	YLR410W-B
YJL219W	YOL156W
YLR227W-B	YNL054W-A
YAL023C	YGR199W
YHR216W	YLR432W
YCL019W	YDR365W-B
YGL051W	YHL044W
YAR010C	YPR158W-A
YGR161W-B	YLR410W-B
YHR094C	YOL156W
YOR192C-B	YPL257W-B
YBL069W	YER101C
YBR012W-B	YML040W
YGL051W	YKL219W
YHR214C-B	YPR137C-A
YDR098C-A	YDR365W-B
YDR261C-D	YDR316W-A
YDR170W-A	YOR142W-A
YGR070W	YLR371W
YDR316W-B	YML045W-A
YBR012W-B	YJR027W
YGL051W	YJR161C
YML111W	YMR275C
YDR170W-A	YDR261W-A
YER160C	YLR157C-A
YDR261C-C	YLR256W-A
YLL066C	YPL283C
YJR027W	YNL284C-B
YGR038C-A	YGR161C-D
YAR009C	YJR027W
YBR012W-A	YPR158C-C
YCR091W	YNR047W
YJL223C	YOL161C
YER138C	YOR192C-B
YNR070W	YOR153W
YOL103W-B	YOR142W-A
YDR210C-C	YOR343W-A
YDR542W	YLL025W
YPL283C	YPR203W
YBR301W	YFL020C
YFL002W-B	YML040W
YDR261C-D	YFL002W-A
YDR316W-B	YHR214C-C
YER159C-A	YJR028W
YML040W	YNL284C-B
YFL002W-A	YOL103W-B
YDR365W-A	YML045W
YER103W	YNL209W
YAR010C	YNL054W-A
YFL064C	YHL049C
YHR210C	YNR071C
YDR365W-A	YLR256W-A
YGR138C	YPR156C
YLR227W-B	YPR158W-A
YGR038C-B	YHR214C-C
YDR210C-D	YHR214C-C
YAR066W	YHR214W
YBL100W-A	YDR316W-A
YDR345C	YJL214W
YGR027W-A	YLR227W-B
YHR218W	YLL066C
YPL257W-A	YPR137C-A
YDR098C-A	YLR157C-B
YLR081W	YMR011W
YBL005W-A	YDR210C-D
YER189W	YPR202W
YBL005W-A	YHR214C-C
YAR027W	YGL051W
YOL103W-A	YPR137C-B
YCL019W	YLR157C-B
YDR034C-C	YMR046C
YBR301W	YGR294W
YCL020W	YPR158C-C
YER137C-A	YMR046C
YER189W	YOR396W
YGR027W-B	YGR161C-C
YGR161W-B	YMR045C
YBL111C	YLR466W
YDR261C-D	YPL257W-B
YGR296W	YHL050C
YHL042W	YNL336W
YDR365W-A	YOR142W-A
YER160C	YMR045C
YDR316W-A	YOL103W-B
YHR219W	YIL177C
YER160C	YGR027W-A
YER160C	YPR158W-B
YDR034C-D	YDR261W-B
YER190W	YFL066C
YDR170W-A	YML045W
YBL106C	YPR032W
YDR210C-C	YGR027W-B
YAR023C	YHL044W
YBR010W	YNL031C
YAR027W	YNL336W
YGR038C-A	YPR137C-A
YGR161W-B	YPR158W-B
YDR098C-A	YER159C-A
YMR051C	YPR137C-B
YDR261C-C	YDR261W-A
YGR161C-C	YPR158C-C
YAR023C	YKL219W
YNL284C-B	YOR142W-A
YAR023C	YJR161C
YDR261C-C	YOR142W-A
YBL005W-A	YML045W-A
YBR301W	YIR041W
YHR214C-B	YOL103W-A
YGR161C-D	YPR137C-B
YAR010C	YDR098C-A
YMR045C	YOR142W-B
YBL100W-A	YFL002W-A
YER159C-A	YER160C
YLL067C	YOR396W
YKL129C	YMR109W
YDR170W-A	YLR256W-A
YER138C	YMR051C
YMR325W	YOR394W
YER137C-A	YGR038C-B
YJR026W	YNL284C-B
YJR029W	YLR227W-B
YER160C	YML039W
YBL100W-B	YFL002W-A
YDR210C-D	YDR316W-A
YBR121C	YPR081C
YDL131W	YDL182W
YDR261W-A	YFL002W-B
YLL025W	YLL064C
YDR170W-A	YLR410W-A
YER137C-A	YNL284C-A
YPL257W-B	YPR158C-C
YDR034C-C	YNL284C-A
YDR111C	YLR089C
YGR161W-B	YML039W
YJR028W	YNL054W-A
YML045W	YNL284C-B
YBL005W-B	YPR158W-A
YDR261C-D	YML045W-A
YER189W	YLR467W
YDR261C-C	YER137C-A
YEL049W	YIL176C
YNL054W-A	YOR142W-A
YCL019W	YOR343W-B
YDR316W-A	YPL257W-A
YDR098C-B	YER160C
YLR461W	YNR076W
YBL003C	YDR225W
YDR098C-B	YGR161W-B
YBR012W-A	YBR012W-B
YER160C	YJR026W
YGR254W	YHR174W
YHL043W	YNL336W
YJL136C	YKR057W
YDR098C-A	YPR158C-D
YAR009C	YLR035C-A
YAL068C	YLR037C
YDR365W-B	YPR137C-A
YJL190C	YLR367W
YLR028C	YMR120C
YLR256W-A	YNL284C-B
YDR261C-D	YHR214C-C
YDR316W-B	YFL002W-A
YFL020C	YOL161C
YBL005W-B	YNL054W-A
YBR301W	YLR461W
YBR012W-B	YLR035C-A
YEL069C	YJR158W
YEL070W	YNR073C
YBR301W	YPL282C
YMR050C	YOR142W-A
YJR028W	YPR158W-A
YML045W-A	YPL257W-B
YGR161W-B	YOR192C-A
YDR365W-A	YER137C-A
YER081W	YIL074C
YBL005W-A	YPL257W-B
YGR027W-B	YOR192C-B
YCL019W	YPR158C-D
YFL066C	YPL283C
YLL067C	YLR467W
YDR210C-D	YFL002W-A
YGR254W	YPL281C
YJR029W	YOR142W-B
YDR365W-A	YLR410W-A
YKL072W	YMR053C
YDR210C-C	YLR227W-A
YOL161C	YOR394W
YER056C-A	YIL052C
YBR299W	YJL221C
YMR046C	YPR158C-C
YBL100W-A	YML045W-A
YHR214C-C	YPL257W-B
YML039W	YNL284C-B
YDR098C-B	YJR028W
YOR142W-B	YPR158W-B
YER190W	YPL283C
YDR365W-B	YOL103W-A
YEL069C	YHR094C
YDR034C-D	YGR161C-D
YER138C	YGR161C-C
YGR038C-B	YPL257W-B
YDL248W	YFL062W
YOL055C	YPR121W
YBR302C	YGR295C
YDR210C-D	YPL257W-B
YOR343W-B	YPR158C-D
YLR441C	YML063W
YPR137C-B	YPR158W-B
YHL050C	YNL339C
YLR227W-A	YNL054W-A
YDR365W-B	YGR161C-D
YDR261W-A	YML040W
YDR316W-B	YPL257W-B
YNL284C-A	YPL257W-B
YIL176C	YLL025W
YFL064C	YJL225C
YMR011W	YOL156W
YLR157C-A	YNL284C-A
YNR070W	YOR328W
YDR210W-A	YER159C-A
YBL005W-B	YDR098C-A
YAL068C	YDR542W
YJL138C	YKR059W
YOR394W	YPL282C
YGR027W-B	YMR051C
YLR227W-A	YPR158W-A
YDR098C-A	YMR050C
YDR261C-C	YLR410W-A
YFL065C	YJL225C
YBL005W-B	YCL019W
YKL224C	YMR325W
YBL005W-A	YDR316W-A
YDR170W-A	YER137C-A
YJR130C	YML082W
YAR009C	YJR029W
YGL263W	YHL042W
YBL100W-B	YPL257W-B
YCL019W	YMR050C
YHL009W-A	YJL114W
YDL248W	YML132W
YBL100W-A	YHR214C-C
YBR012W-B	YJR029W
YER188C-A	YOL166W-A
YAR002C-A	YGL002W
YIR013C	YLR013W
YDR098C-A	YDR261W-A
YDR261W-B	YOL103W-B
YDR011W	YIL013C
YDR098C-A	YOR142W-A
YAR027W	YCR007C
YBL005W-B	YML039W
YDL024C	YHR215W
YDR170W-A	YDR365W-B
YGR038C-B	YPR137C-B
YDL248W	YGR295C
YDR210C-D	YPR137C-B
YBR302C	YFL062W
YLR256W-A	YML040W
YMR050C	YPR158C-D
YER103W	YLL024C
YIR041W	YOL161C
YAR010C	YLR157C-A
YHR214C-C	YPR137C-B
YLR157C-B	YPR137C-A
YDR210W-A	YLR410W-A
YOR328W	YPL058C
YPL258C	YPR121W
YDR365W-A	YLR157C-B
YLL066C	YPR204W
YJR027W	YLR035C-A
YER160C	YPR158W-A
YJR028W	YOR192C-A
YOR227W	YPL137C
YCL019W	YDR261W-A
YDR261C-C	YER159C-A
YDR316W-B	YPR137C-B
YGR109W-A	YGR109W-B
YNL284C-A	YPR137C-B
YDR316W-A	YPR158C-C
YGR038C-A	YJR028W
YBR301W	YEL049W
YBL112C	YGR296W
YBL005W-B	YJR026W
YJR028W	YML039W
YAR033W	YHL048W
YDR545W	YEL076C-A
YGR161W-A	YML040W
YMR050C	YOR343W-B
YER160C	YNL054W-A
YLR227W-B	YLR410W-B
YLR035C-A	YLR227W-B
YJR026W	YML040W
YER159C-A	YGR161C-D
YJR029W	YMR046C
YBL100W-B	YPR137C-B
YGR161C-C	YOL103W-B
YHL048W	YJR161C
YAR028W	YDL248W
YGR027W-A	YNL284C-A
YDR365W-A	YER159C-A
YEL049W	YLL025W
YNL054W-A	YPR158C-D
YFL066C	YJL225C
YLR467W	YML133C
YER190C-B	YFL068W
YJR026W	YJR027W
YER159C-A	YOL103W-A
YHL009W-A	YJL113W
YHL048W	YKL219W
YAR009C	YDR098C-B
YHR219W	YML133C
YHL050C	YLR466W
YDR261C-C	YLR157C-B
YGR027W-A	YGR038C-B
YBR302C	YML132W
YBR012W-B	YDR098C-B
YJL214W	YMR011W
YLR227W-A	YOR192C-A
YAL007C	YOR016C
YJR027W	YJR029W
YER190W	YJL225C
YGR294W	YOL161C
YAR010C	YMR045C
YMR045C	YNL284C-A
YBL100W-A	YDR210C-C
YDL093W	YDL095W
YGR097W	YPR115W
YGR161C-D	YHR214C-C
YDR365W-A	YDR365W-B
YLR227W-B	YPR158W-B
YMR046C	YPL257W-A
YAR029W	YGL051W
YER138C	YLR227W-A
YDR261C-D	YER138C
YJL133W	YKR052C
YFL064C	YPL283C
YBR012W-B	YGR038C-A
YBL002W	YDR224C
YAR031W	YDL248W
YDR210C-C	YGR161C-C
YGR292W	YIL172C
YLL025W	YNR076W
YBR012W-A	YOL103W-B
YDR170W-A	YLR157C-B
YER159C-A	YPR137C-A
YAR009C	YHR214C-B
YDR098C-B	YDR261W-B
YDR261C-C	YDR365W-B
YDL246C	YJR159W
YDR261W-A	YDR365W-A
YFL065C	YPL283C
YMR242C	YOR312C
YGR296W	YLL067C
YDR342C	YMR011W
YML039W	YML040W
YHR214C-B	YJR028W
YJL216C	YOL157C
YCL019W	YML045W
YBR012W-B	YHR214C-B
YDR098C-A	YLR256W-A
YDR210W-A	YER137C-A
YLR035C-A	YOR142W-B
YDR210W-B	YOL103W-B
YHR218W	YLR467W
YDR098C-A	YML045W
YGR161C-D	YML045W-A
YFL064C	YLR462W
YLR227W-B	YMR045C
YML045W-A	YPR137C-B
YLR227W-A	YML039W
YLR157C-B	YOL103W-A
YAR010C	YGR027W-A
YDR170W-A	YER159C-A
YAR010C	YPR158W-B
YBL005W-A	YPR137C-B
YFL002W-B	YGR038C-A
YLR410W-A	YNL284C-A
YCL020W	YDR098C-A
YLR467W	YPR203W
YGR027W-A	YGR161C-D
YDR046C	YDR508C
YER189W	YGR296W
YFL002W-A	YMR045C
YJR026W	YOR142W-A
YBR012W-A	YNL054W-A
YDR261C-C	YGR038C-A
YDR342C	YJL219W
YBL100W-A	YOR343W-A
YDL138W	YDL194W
YMR045C	YPR137C-A
YDR342C	YHR094C
YGR161W-A	YOR142W-A
YNL018C	YNL034W
YOR192C-B	YOR343W-A
YAR033W	YNL336W
YNL054W-A	YNL284C-B
YOR142W-B	YPL257W-A
YBR301W	YDR542W
YDR365W-A	YHR214C-B
YER159C-A	YGR038C-B
YML045W	YOR142W-A
YDR261C-D	YGR027W-B
YGR027W-A	YOL103W-A
YGR038C-A	YOR142W-B
YGR294W	YMR325W
YAL034C	YOR338W
YLR227W-B	YPR158C-C
YDR542W	YGL261C
YER159C-A	YNL284C-A
YCL068C	YCR038C
YCR101C	YNR066C
YLR256W-A	YOR142W-A
YHR214C-B	YLR227W-B
YDR098C-B	YMR046C
YAL023C	YOR321W
YDR210C-C	YPL257W-B
YMR050C	YNL284C-B
YAR010C	YPR158C-C
YDR365W-A	YGR038C-A
YHR214C-C	YLR227W-A
YGR289C	YJR160C
YCL019W	YJR027W
YDR098C-A	YML040W
YDR545W	YJL225C
YDR210C-D	YLR227W-A
YJL214W	YJL219W
YGL051W	YML132W
YGR161C-D	YOR192C-B
YGR038C-B	YLR227W-A
YHL049C	YJL225C
YBR012W-B	YDR365W-B
YBL005W-B	YBR012W-B
YDR098C-A	YJR027W
YAR009C	YDR034C-D
YAR033W	YGL051W
YIL177C	YLL066C
YBR012W-A	YPR158W-A
YML039W	YML045W
YFL002W-A	YPR158W-B
YDR316W-A	YLR157C-A
YDR316W-B	YLR227W-A
YAR009C	YDR365W-B
YDR261C-C	YHR214C-B
YBR012W-B	YDR034C-D
YLR410W-A	YPR137C-A
YIL176C	YLL064C
YJL216C	YJL221C
YCL020W	YNL054W-A
YOR396W	YPR204W
YBR012W-B	YER159C-A
YDR316W-A	YPR158W-B
YAR023C	YML132W
YDR316W-A	YGR027W-A
YML039W	YOR142W-A
YBR012W-A	YDR098C-A
YLR157C-B	YNL284C-A
YIR041W	YMR325W
YBR301W	YLR037C
YGR161C-C	YPR158W-A
YLR410W-A	YOL103W-A
YLR256W-A	YML045W
YBL005W-A	YLR227W-A
YBL113C	YNL339C
YGR038C-A	YLR227W-B
YIL013C	YOR153W
YAL068C	YLR461W
YDR170W-A	YHR214C-B
YAL068C	YPL282C
YFL002W-A	YLR410W-B
YOR142W-A	YPR158C-D
YGR161W-A	YLR256W-A
YHR214C-B	YOR142W-B
YAR009C	YLR157C-B
YDR170W-A	YGR038C-A
YMR045C	YOL103W-A
YCL019W	YFL002W-B
YAL005C	YDL229W
YBL005W-A	YBL005W-B
YGR161C-C	YNL054W-A
YBR012W-B	YLR157C-B
YJR026W	YLR256W-A
YDR210C-C	YDR316W-A
YDR342C	YJR158W
YDR316W-A	YMR045C
YJR026W	YML045W
YAR027W	YAR029W
YGR027W-A	YPR137C-A
YER160C	YOL103W-B
YGR161C-D	YMR051C
YER138C	YPR137C-B
YLR466W	YLR467W
YBL075C	YLL024C
YCL020W	YPR158W-A
YBR294W	YLR092W
YGR161W-B	YOL103W-B
YAR023C	YFL062W
YDR261W-A	YOR343W-B
YJL225C	YLL067C
YDR098C-A	YFL002W-B
YEL049W	YNR076W
YPR137C-B	YPR158C-C
YDR098C-A	YDR261C-C
YDR098C-A	YNL284C-B
YHL049C	YLR462W
YDR365W-A	YJR029W
YGR161W-A	YOR343W-B
YLR256W-A	YPR158C-D
YCL035C	YDR513W
YDR545W	YLR462W
YGL263W	YHL043W
YOL103W-A	YOR343W-A
YBR012W-A	YGR161W-A
YLR432W	YML056C
YDR098C-B	YLR227W-B
YLR227W-A	YOL103W-B
YAL038W	YOR347C
YBR012W-A	YJR026W
YDR342C	YFL011W
YHR214C-B	YMR046C
YBR012W-A	YOR192C-A
YFL002W-B	YLR410W-A
YHL043W	YHL048W
YIL176C	YNR076W
YLR227W-B	YPL257W-A
YMR046C	YPR158W-B
YOR153W	YOR328W
YDR122W	YLR096W
YDR098C-A	YDR365W-A
YDR261C-D	YMR051C
YCL019W	YNL284C-B
YOR142W-B	YPR158C-C
YBL100W-A	YOR192C-B
YBL100W-B	YCL020W
YDR135C	YLL015W
YCR100C	YNR066C
YDR210W-B	YML039W
YDR210C-D	YDR210W-B
YDR261W-A	YLR256W-A
YJL130C	YJR109C
YLR157C-A	YPR137C-A
YML045W	YOR343W-B
YAR010C	YPL257W-A
YHL049C	YPL283C
YDR210W-B	YOR192C-A
YJR026W	YPR158C-D
YDR545W	YPL283C
YER137C-A	YOL103W-A
YML039W	YMR050C
YDR034C-C	YOL103W-A
YDR316W-B	YGR161C-C
YBL100W-B	YDR210W-B
YEL049W	YLL064C
YBR012W-A	YML039W
YDR261C-C	YJR029W
YEL076C	YNL339C
YGR240C	YMR205C
YBL112C	YLR467W
YER138C	YPL257W-B
YGR038C-B	YGR161C-C
YDR098C-A	YDR170W-A
YDR210C-D	YGR161C-C
YKL224C	YOL161C
YBR092C	YDL024C
YML045W	YPR158C-D
YOR192C-A	YOR343W-B
YGR092W	YPR111W
YBL113C	YLR466W
YMR051C	YOR343W-A
YER137C-A	YGR161C-D
YDR210W-B	YGR161W-A
YAR023C	YGR295C
YIL013C	YNR070W
YCL020W	YJR026W
YER138C	YFL002W-A
YFL002W-B	YLR157C-A
YGR161W-A	YPR158W-A
YIL177C	YPR202W
YBL100W-A	YMR051C
YCL020W	YGR161W-A
YDR210W-B	YDR261W-A
YBR012W-B	YER137C-A
YGR161C-C	YML039W
YML039W	YOR343W-B
YBL005W-A	YGR161C-C
YHL044W	YNL336W
YFL002W-A	YLR157C-B
YER189W	YJL225C
YDR261C-D	YOR192C-B
YER137C-A	YPR137C-A
YGR027W-A	YOR343W-A
YLR256W-A	YMR050C
YDR034C-C	YPR137C-A
YDR098C-B	YOR142W-B
YBL005W-B	YDR365W-A
YDR170W-A	YJR029W
YOL103W-B	YPR158C-C
YDR261W-B	YOR192C-A
YGR295C	YML132W
YJR026W	YPR158W-A
YDR542W	YHL046C
YGR027W-B	YNL284C-A
YDR365W-B	YML045W-A
YGR038C-A	YPL257W-B
YCL020W	YLR256W-A
YIL172C	YJL216C
YJR027W	YLR157C-B
YDR261W-B	YGR161W-A
YFL002W-B	YLR410W-B
YJR028W	YOL103W-B
YBL005W-A	YCL020W
YLR256W-A	YNL054W-A
YGR027W-B	YHR214C-C
YPL257W-B	YPR158W-B
YDR261W-B	YML045W
YIL177C	YOR396W
YBL005W-B	YDR261C-C
YBL005W-B	YNL284C-B
YBL100W-A	YOL103W-A
YGR027W-B	YGR038C-B
YLR155C	YLR157C
YAR010C	YDR098C-B
YER190W	YLR464W
YGL051W	YGR295C
YBL111C	YEL075C
YCL020W	YOR192C-A
YML045W	YPR158W-A
YJL225C	YLR466W
YDR261C-D	YPR137C-A
YDR545W	YGR296W
YEL069C	YNR072W
YML045W	YNL054W-A
YAR031W	YHL048W
YGR161C-C	YJR026W
YDR210C-C	YPR137C-B
YBR299W	YOL157C
YCR104W	YOL161C
YGR027W-B	YML045W-A
YDR365W-B	YNL284C-A
YCL019W	YDR210W-A
YDR034C-C	YOR192C-B
YGR161W-B	YJR027W
YDR316W-A	YDR365W-B
YGR161C-C	YGR161W-A
YLR256W-A	YPR158W-A
YBL005W-B	YDR170W-A
YLR157C-A	YMR051C
YGR161C-C	YML045W
YJR029W	YLR227W-A
YML039W	YPR158C-D
YBR093C	YDL024C
